index,year,TOT_REG_CD,num,population
734,2023,31150540040010,to_in_001,476
735,2023,31150540040010,to_in_008,221
736,2023,31150540040011,to_in_007,300
737,2023,31150540040011,to_in_008,294
738,2023,31150540040011,to_in_001,594
739,2023,31150540040012,to_in_001,428
740,2023,31150540040012,to_in_007,217
741,2023,31150540040012,to_in_008,211
742,2023,31150540040013,to_in_001,543
743,2023,31150540040013,to_in_007,282
744,2023,31150540040013,to_in_008,261
745,2023,31150540040014,to_in_001,466
746,2023,31150540040014,to_in_008,238
747,2023,31150540040014,to_in_007,228
748,2023,31150540040101,to_in_008,276
749,2023,31150540040101,to_in_007,232
750,2023,31150540040101,to_in_001,508
751,2023,31150540040102,to_in_001,428
752,2023,31150540040102,to_in_008,211
753,2023,31150540040102,to_in_007,217
754,2023,31150540040103,to_in_008,178
755,2023,31150540040103,to_in_001,366
756,2023,31150540040103,to_in_007,188
757,2023,31150540040104,to_in_008,204
758,2023,31150540040104,to_in_007,233
759,2023,31150540040104,to_in_001,437
760,2023,31150540040201,to_in_007,270
761,2023,31150540040201,to_in_001,539
762,2023,31150540040201,to_in_008,269
763,2023,31150540040202,to_in_007,260
764,2023,31150540040202,to_in_001,553
765,2023,31150540040202,to_in_008,293
766,2023,31150540040203,to_in_008,318
767,2023,31150540040203,to_in_001,639
768,2023,31150540040203,to_in_007,321
769,2023,31150540040204,to_in_008,225
770,2023,31150540040204,to_in_007,218
771,2023,31150540040204,to_in_001,443
772,2023,31150540040205,to_in_008,232
773,2023,31150540040205,to_in_001,462
774,2023,31150540040205,to_in_007,230
775,2023,31150540040206,to_in_007,225
776,2023,31150540040206,to_in_008,235
777,2023,31150540040206,to_in_001,460
778,2023,31150540040207,to_in_001,820
779,2023,31150540040207,to_in_007,401
780,2023,31150540040207,to_in_008,419
781,2023,31150540040208,to_in_001,652
782,2023,31150540040208,to_in_007,327
783,2023,31150540040208,to_in_008,325
784,2023,31150540040209,to_in_001,552
785,2023,31150540040209,to_in_008,266
786,2023,31150540040209,to_in_007,286
787,2023,31150540040210,to_in_008,167
788,2023,31150540040210,to_in_001,332
789,2023,31150540040210,to_in_007,165
790,2023,31150540040401,to_in_001,414
791,2023,31150540040401,to_in_008,208
792,2023,31150540040401,to_in_007,206
793,2023,31150540040402,to_in_007,175
794,2023,31150540040402,to_in_001,361
795,2023,31150540040402,to_in_008,186
796,2023,31150540040601,to_in_008,234
797,2023,31150540040601,to_in_007,227
798,2023,31150540040601,to_in_001,461
799,2023,31150540040701,to_in_008,309
800,2023,31150540040701,to_in_001,624
801,2023,31150540040701,to_in_007,315
802,2023,31150540040702,to_in_008,183
803,2023,31150540040702,to_in_007,183
804,2023,31150540040702,to_in_001,366
805,2023,31150540040703,to_in_001,341
806,2023,31150540040703,to_in_007,174
807,2023,31150540040703,to_in_008,167
808,2023,31150540040704,to_in_008,268
809,2023,31150540040704,to_in_007,250
810,2023,31150540040704,to_in_001,518
811,2023,31150540040705,to_in_008,296
812,2023,31150540040705,to_in_007,309
813,2023,31150540040705,to_in_001,605
814,2023,31150540040706,to_in_007,259
815,2023,31150540040706,to_in_008,256
816,2023,31150540040706,to_in_001,515
817,2023,31150540040707,to_in_007,187
818,2023,31150540040707,to_in_001,383
819,2023,31150540040707,to_in_008,196
820,2023,31150540041001,to_in_007,215
821,2023,31150540041001,to_in_001,417
822,2023,31150540041001,to_in_008,202
823,2023,31150540041002,to_in_007,194
824,2023,31150540041002,to_in_001,379
825,2023,31150540041002,to_in_008,185
826,2023,31150540041501,to_in_007,172
827,2023,31150540041501,to_in_001,354
828,2023,31150540041501,to_in_008,182
829,2023,31150540041601,to_in_001,445
830,2023,31150540041601,to_in_008,221
831,2023,31150540041601,to_in_007,224
832,2023,31150540041602,to_in_007,382
833,2023,31150540041602,to_in_001,726
834,2023,31150540041602,to_in_008,344
835,2023,31150540041603,to_in_001,587
836,2023,31150540041603,to_in_008,303
837,2023,31150540041603,to_in_007,284
838,2023,31150540041604,to_in_001,624
839,2023,31150540041604,to_in_007,302
840,2023,31150540041604,to_in_008,322
841,2023,31150540041605,to_in_007,241
842,2023,31150540041605,to_in_001,504
843,2023,31150540041605,to_in_008,263
844,2023,31150540041701,to_in_008,288
845,2023,31150540041701,to_in_001,597
846,2023,31150540041701,to_in_007,309
847,2023,31150540041702,to_in_007,214
848,2023,31150540041702,to_in_001,444
849,2023,31150540041702,to_in_008,230
850,2023,31150540041703,to_in_001,358
851,2023,31150540041703,to_in_008,185
852,2023,31150540041703,to_in_007,173
853,2023,31150540041704,to_in_008,325
854,2023,31150540041704,to_in_001,624
855,2023,31150540041704,to_in_007,299
856,2023,31150540050001,to_in_008,138
857,2023,31150540050001,to_in_001,337
858,2023,31150540050001,to_in_007,199
859,2023,31150550010001,to_in_007,212
860,2023,31150550010001,to_in_008,178
861,2023,31150550010001,to_in_001,390
862,2023,31150550010002,to_in_007,296
863,2023,31150550010002,to_in_001,488
864,2023,31150550010002,to_in_008,192
865,2023,31150550010003,to_in_007,221
866,2023,31150550010003,to_in_001,405
867,2023,31150550010003,to_in_008,184
868,2023,31150550010004,to_in_008,264
869,2023,31150550010004,to_in_001,581
870,2023,31150550010004,to_in_007,317
871,2023,31150550010005,to_in_007,238
872,2023,31150550010005,to_in_001,412
873,2023,31150550010005,to_in_008,174
874,2023,31150550010006,to_in_007,221
875,2023,31150550010006,to_in_001,470
876,2023,31150550010006,to_in_008,249
877,2023,31150550010007,to_in_001,462
878,2023,31150550010007,to_in_008,224
879,2023,31150550010007,to_in_007,238
880,2023,31150550010008,to_in_001,434
881,2023,31150550010008,to_in_007,256
882,2023,31150550010008,to_in_008,178
883,2023,31150550010009,to_in_007,319
884,2023,31150550010009,to_in_008,254
885,2023,31150550010009,to_in_001,573
886,2023,31150550010010,to_in_007,324
887,2023,31150550010010,to_in_001,579
888,2023,31150550010010,to_in_008,255
889,2023,31150550010011,to_in_007,255
890,2023,31150550010011,to_in_008,234
891,2023,31150550010011,to_in_001,489
892,2023,31150550010012,to_in_007,313
893,2023,31150550010012,to_in_008,264
894,2023,31150550010012,to_in_001,577
895,2023,31150550010013,to_in_008,266
896,2023,31150550010013,to_in_001,561
897,2023,31150550010013,to_in_007,295
898,2023,31150550010014,to_in_007,271
899,2023,31150550010014,to_in_008,178
900,2023,31150550010014,to_in_001,449
901,2023,31150550010201,to_in_007,198
902,2023,31150550010201,to_in_008,174
903,2023,31150550010201,to_in_001,372
904,2023,31150550010202,to_in_008,171
905,2023,31150550010202,to_in_001,385
906,2023,31150550010202,to_in_007,214
907,2023,31150550010301,to_in_001,371
908,2023,31150550010301,to_in_008,173
909,2023,31150550010301,to_in_007,198
910,2023,31150550010302,to_in_001,411
911,2023,31150550010302,to_in_007,215
912,2023,31150550010302,to_in_008,196
913,2023,31150550010401,to_in_007,198
914,2023,31150550010401,to_in_008,211
915,2023,31150550010401,to_in_001,409
916,2023,31150550010402,to_in_007,196
917,2023,31150550010402,to_in_001,406
918,2023,31150550010402,to_in_008,210
919,2023,31150550010701,to_in_007,174
920,2023,31150550010701,to_in_008,187
921,2023,31150550010701,to_in_001,361
922,2023,31150550011101,to_in_008,296
923,2023,31150550011101,to_in_001,605
924,2023,31150550011101,to_in_007,309
925,2023,31150550011102,to_in_008,291
926,2023,31150550011102,to_in_007,298
927,2023,31150550011102,to_in_001,589
928,2023,31150550011103,to_in_008,239
929,2023,31150550011103,to_in_007,281
930,2023,31150550011103,to_in_001,520
931,2023,31150550011104,to_in_001,388
932,2023,31150550011104,to_in_007,203
933,2023,31150550011104,to_in_008,185
934,2023,31150560010101,to_in_007,301
935,2023,31150560010101,to_in_008,268
936,2023,31150560010101,to_in_001,569
937,2023,31150560010102,to_in_001,496
938,2023,31150560010102,to_in_008,251
939,2023,31150560010102,to_in_007,245
940,2023,31150560010103,to_in_007,275
941,2023,31150560010103,to_in_008,269
942,2023,31150560010103,to_in_001,544
943,2023,31150560010104,to_in_008,277
944,2023,31150560010104,to_in_007,308
945,2023,31150560010104,to_in_001,585
946,2023,31150560020001,to_in_008,307
947,2023,31150560020001,to_in_001,606
948,2023,31150560020001,to_in_007,299
949,2023,31150560020002,to_in_008,0
950,2023,31150560020002,to_in_001,0
951,2023,31150560020002,to_in_007,0
952,2023,31150560020101,to_in_007,292
953,2023,31150560020101,to_in_008,296
954,2023,31150560020101,to_in_001,588
955,2023,31150560020102,to_in_001,493
956,2023,31150560020102,to_in_008,248
957,2023,31150560020102,to_in_007,245
958,2023,31150560020103,to_in_007,264
959,2023,31150560020103,to_in_001,517
960,2023,31150560020103,to_in_008,253
961,2023,31150560020104,to_in_001,329
962,2023,31150560020104,to_in_007,165
963,2023,31150560020104,to_in_008,164
964,2023,31150560020201,to_in_001,440
965,2023,31150560020201,to_in_008,222
966,2023,31150560020201,to_in_007,218
967,2023,31150560020202,to_in_007,209
968,2023,31150560020202,to_in_008,211
969,2023,31150560020202,to_in_001,420
970,2023,31150560020203,to_in_001,440
971,2023,31150560020203,to_in_007,198
972,2023,31150560020203,to_in_008,242
973,2023,31150560020204,to_in_008,304
974,2023,31150560020204,to_in_007,298
975,2023,31150560020204,to_in_001,602
976,2023,31150560020205,to_in_007,219
977,2023,31150560020205,to_in_008,240
978,2023,31150560020205,to_in_001,459
979,2023,31150560020301,to_in_007,296
980,2023,31150560020301,to_in_001,582
981,2023,31150560020301,to_in_008,286
982,2023,31150560020302,to_in_008,246
983,2023,31150560020302,to_in_007,242
984,2023,31150560020302,to_in_001,488
985,2023,31150560020303,to_in_001,596
986,2023,31150560020303,to_in_008,304
987,2023,31150560020303,to_in_007,292
988,2023,31150560020401,to_in_008,180
989,2023,31150560020401,to_in_001,382
990,2023,31150560020401,to_in_007,202
991,2023,31150560020402,to_in_001,517
992,2023,31150560020402,to_in_008,262
993,2023,31150560020402,to_in_007,255
994,2023,31150560020403,to_in_007,284
995,2023,31150560020403,to_in_008,276
996,2023,31150560020403,to_in_001,560
997,2023,31150560020404,to_in_008,226
998,2023,31150560020404,to_in_007,238
999,2023,31150560020404,to_in_001,464
1000,2023,31150560020501,to_in_008,169
1001,2023,31150560020501,to_in_007,220
1002,2023,31150560020501,to_in_001,389
1003,2023,31150560020502,to_in_007,246
1004,2023,31150560020502,to_in_001,516
1005,2023,31150560020502,to_in_008,270
1006,2023,31150560030001,to_in_001,323
1007,2023,31150560030001,to_in_008,146
1008,2023,31150560030001,to_in_007,177
1009,2023,31150560030002,to_in_007,0
1010,2023,31150560030002,to_in_001,0
1011,2023,31150560030002,to_in_008,0
1012,2023,31150560030101,to_in_008,240
1013,2023,31150560030101,to_in_001,493
1014,2023,31150560030101,to_in_007,253
1015,2023,31150560030102,to_in_001,479
1016,2023,31150560030102,to_in_008,243
1017,2023,31150560030102,to_in_007,236
1018,2023,31150560030103,to_in_001,589
1019,2023,31150560030103,to_in_008,282
1020,2023,31150560030103,to_in_007,307
1021,2023,31150560030201,to_in_001,499
1022,2023,31150560030201,to_in_007,242
1023,2023,31150560030201,to_in_008,257
1024,2023,31150560030202,to_in_008,253
1025,2023,31150560030202,to_in_007,213
1026,2023,31150560030202,to_in_001,466
1027,2023,31150560030203,to_in_001,636
1028,2023,31150560030203,to_in_008,289
1029,2023,31150560030203,to_in_007,347
1030,2023,31150560040001,to_in_008,241
1031,2023,31150560040001,to_in_007,264
1032,2023,31150560040001,to_in_001,505
1033,2023,31150560040002,to_in_001,398
1034,2023,31150560040002,to_in_008,190
1035,2023,31150560040002,to_in_007,208
1036,2023,31150560040003,to_in_001,575
1037,2023,31150560040003,to_in_007,316
1038,2023,31150560040003,to_in_008,259
1039,2023,31150560040004,to_in_007,245
1040,2023,31150560040004,to_in_008,225
1041,2023,31150560040004,to_in_001,470
1042,2023,31150560040005,to_in_007,236
1043,2023,31150560040005,to_in_001,429
1044,2023,31150560040005,to_in_008,193
1045,2023,31150560040006,to_in_008,240
1046,2023,31150560040006,to_in_007,267
1047,2023,31150560040006,to_in_001,507
1048,2023,31150560040007,to_in_008,256
1049,2023,31150560040007,to_in_007,306
1050,2023,31150560040007,to_in_001,562
1051,2023,31150560040008,to_in_001,496
1052,2023,31150560040008,to_in_007,264
1053,2023,31150560040008,to_in_008,232
1054,2023,31150560040009,to_in_008,292
1055,2023,31150560040009,to_in_007,247
1056,2023,31150560040009,to_in_001,539
1057,2023,31150560040010,to_in_008,262
1058,2023,31150560040010,to_in_007,273
1059,2023,31150560040010,to_in_001,535
1060,2023,31150560040011,to_in_001,488
1061,2023,31150560040011,to_in_007,241
1062,2023,31150560040011,to_in_008,247
1063,2023,31150560040201,to_in_008,314
1064,2023,31150560040201,to_in_001,599
1065,2023,31150560040201,to_in_007,285
1066,2023,31150560040401,to_in_008,258
1067,2023,31150560040401,to_in_007,265
1068,2023,31150560040401,to_in_001,523
1069,2023,31150560040402,to_in_001,428
1070,2023,31150560040402,to_in_007,227
1071,2023,31150560040402,to_in_008,201
1072,2023,31150560040403,to_in_007,202
1073,2023,31150560040403,to_in_008,184
1074,2023,31150560040403,to_in_001,386
1075,2023,31150560040501,to_in_007,226
1076,2023,31150560040501,to_in_001,499
1077,2023,31150560040501,to_in_008,273
1078,2023,31150560040502,to_in_007,271
1079,2023,31150560040502,to_in_001,540
1080,2023,31150560040502,to_in_008,269
1081,2023,31150560040503,to_in_008,296
1082,2023,31150560040503,to_in_001,605
1083,2023,31150560040503,to_in_007,309
1084,2023,31150560040601,to_in_001,492
1085,2023,31150560040601,to_in_007,246
1086,2023,31150560040601,to_in_008,246
1087,2023,31150560041501,to_in_001,959
1088,2023,31150560041501,to_in_007,483
1089,2023,31150560041501,to_in_008,476
1090,2023,31150560041601,to_in_001,397
1091,2023,31150560041601,to_in_008,195
1092,2023,31150560041601,to_in_007,202
1093,2023,31150560041701,to_in_007,184
1094,2023,31150560041701,to_in_008,190
1095,2023,31150560041701,to_in_001,374
1096,2023,31150560050001,to_in_001,351
1097,2023,31150560050001,to_in_007,187
1098,2023,31150560050001,to_in_008,164
1099,2023,31150560050101,to_in_008,227
1100,2023,31150560050101,to_in_001,447
1101,2023,31150560050101,to_in_007,220
1102,2023,31150560050102,to_in_007,281
1103,2023,31150560050102,to_in_008,274
1104,2023,31150560050102,to_in_001,555
1105,2023,31150560050103,to_in_007,152
1106,2023,31150560050103,to_in_008,154
1107,2023,31150560050103,to_in_001,306
1108,2023,31150560050201,to_in_007,201
1109,2023,31150560050201,to_in_008,199
1110,2023,31150560050201,to_in_001,400
1111,2023,31150560050202,to_in_001,381
1112,2023,31150560050202,to_in_007,184
1113,2023,31150560050202,to_in_008,197
1114,2023,31150560050203,to_in_008,213
1115,2023,31150560050203,to_in_007,214
1116,2023,31150560050203,to_in_001,427
1117,2023,31150560050204,to_in_001,555
1118,2023,31150560050204,to_in_008,264
1119,2023,31150560050204,to_in_007,291
1120,2023,31150560060001,to_in_008,179
1121,2023,31150560060001,to_in_007,223
1122,2023,31150560060001,to_in_001,402
1123,2023,31150560060002,to_in_001,413
1124,2023,31150560060002,to_in_008,190
1125,2023,31150560060002,to_in_007,223
1126,2023,31150560060101,to_in_008,314
1127,2023,31150560060101,to_in_001,625
1128,2023,31150560060101,to_in_007,311
1129,2023,31150560060102,to_in_001,482
1130,2023,31150560060102,to_in_008,231
1131,2023,31150560060102,to_in_007,251
1132,2023,31150560060103,to_in_008,215
1133,2023,31150560060103,to_in_007,221
1134,2023,31150560060103,to_in_001,436
1135,2023,31150560060201,to_in_008,220
1136,2023,31150560060201,to_in_007,238
1137,2023,31150560060201,to_in_001,458
1138,2023,31150560060202,to_in_008,248
1139,2023,31150560060202,to_in_001,478
1140,2023,31150560060202,to_in_007,230
1141,2023,31150560060203,to_in_001,573
1142,2023,31150560060203,to_in_007,289
1143,2023,31150560060203,to_in_008,284
1144,2023,31150560060301,to_in_001,513
1145,2023,31150560060301,to_in_007,258
1146,2023,31150560060301,to_in_008,255
1147,2023,31150560060302,to_in_001,536
1148,2023,31150560060302,to_in_007,265
1149,2023,31150560060302,to_in_008,271
1150,2023,31150560060303,to_in_008,327
1151,2023,31150560060303,to_in_001,636
1152,2023,31150560060303,to_in_007,309
1153,2023,31150560060304,to_in_007,290
1154,2023,31150560060304,to_in_001,558
1155,2023,31150560060304,to_in_008,268
1156,2023,31150560060401,to_in_008,301
1157,2023,31150560060401,to_in_001,596
1158,2023,31150560060401,to_in_007,295
1159,2023,31150560060402,to_in_008,305
1160,2023,31150560060402,to_in_007,298
1161,2023,31150560060402,to_in_001,603
1162,2023,31150560060403,to_in_008,303
1163,2023,31150560060403,to_in_001,578
1164,2023,31150560060403,to_in_007,275
1165,2023,31150560060404,to_in_007,293
1166,2023,31150560060404,to_in_001,596
1167,2023,31150560060404,to_in_008,303
1168,2023,31150560060405,to_in_007,287
1169,2023,31150560060405,to_in_008,276
1170,2023,31150560060405,to_in_001,563
1171,2023,31150560060501,to_in_007,250
1172,2023,31150560060501,to_in_001,488
1173,2023,31150560060501,to_in_008,238
1174,2023,31150560060502,to_in_001,561
1175,2023,31150560060502,to_in_007,281
1176,2023,31150560060502,to_in_008,280
1177,2023,31150560060601,to_in_001,517
1178,2023,31150560060601,to_in_008,240
1179,2023,31150560060601,to_in_007,277
1180,2023,31150560060602,to_in_001,424
1181,2023,31150560060602,to_in_008,212
1182,2023,31150560060602,to_in_007,212
1183,2023,31150590010001,to_in_007,237
1184,2023,31150590010001,to_in_001,393
1185,2023,31150590010001,to_in_008,156
1186,2023,31150590010002,to_in_008,230
1187,2023,31150590010002,to_in_007,235
1188,2023,31150590010002,to_in_001,465
1189,2023,31150590020001,to_in_008,186
1190,2023,31150590020001,to_in_001,499
1191,2023,31150590020001,to_in_007,313
1192,2023,31150590020002,to_in_008,192
1193,2023,31150590020002,to_in_001,584
1194,2023,31150590020002,to_in_007,392
1195,2023,31150611010001,to_in_001,0
1196,2023,31150611010001,to_in_007,0
1197,2023,31150611010001,to_in_008,0
1198,2023,31150611010101,to_in_007,234
1199,2023,31150611010101,to_in_008,193
1200,2023,31150611010101,to_in_001,427
1201,2023,31150611010102,to_in_008,193
1202,2023,31150611010102,to_in_007,223
1203,2023,31150611010102,to_in_001,416
1204,2023,31150611020101,to_in_007,211
1205,2023,31150611020101,to_in_008,214
1206,2023,31150611020101,to_in_001,425
1207,2023,31150611020102,to_in_007,263
1208,2023,31150611020102,to_in_001,510
1209,2023,31150611020102,to_in_008,247
1210,2023,31150611030001,to_in_007,0
1211,2023,31150611030001,to_in_001,0
1212,2023,31150611030001,to_in_008,0
1213,2023,31150611030101,to_in_001,634
1214,2023,31150611030101,to_in_008,305
1215,2023,31150611030101,to_in_007,329
1216,2023,31150611030201,to_in_008,326
1217,2023,31150611030201,to_in_001,674
1218,2023,31150611030201,to_in_007,348
1219,2023,31150611040001,to_in_001,0
1220,2023,31150611040001,to_in_007,0
1221,2023,31150611040001,to_in_008,0
1222,2023,31150611040101,to_in_007,323
1223,2023,31150611040101,to_in_008,338
1224,2023,31150611040101,to_in_001,661
1225,2023,31150611040201,to_in_001,371
1226,2023,31150611040201,to_in_007,178
1227,2023,31150611040201,to_in_008,193
1228,2023,31150611040202,to_in_001,378
1229,2023,31150611040202,to_in_007,191
1230,2023,31150611040202,to_in_008,187
1231,2023,31150611050101,to_in_007,219
1232,2023,31150611050101,to_in_008,220
1233,2023,31150611050101,to_in_001,439
1234,2023,31150611050102,to_in_008,246
1235,2023,31150611050102,to_in_001,519
1236,2023,31150611050102,to_in_007,273
1237,2023,31150611050103,to_in_007,249
1238,2023,31150611050103,to_in_001,445
1239,2023,31150611050103,to_in_008,196
1240,2023,31150611060101,to_in_007,221
1241,2023,31150611060101,to_in_001,462
1242,2023,31150611060101,to_in_008,241
1243,2023,31150611060102,to_in_001,414
1244,2023,31150611060102,to_in_008,192
1245,2023,31150611060102,to_in_007,222
1246,2023,31150611060103,to_in_001,419
1247,2023,31150611060103,to_in_008,219
1248,2023,31150611060103,to_in_007,200
1249,2023,31150611060104,to_in_008,229
1250,2023,31150611060104,to_in_007,230
1251,2023,31150611060104,to_in_001,459
1252,2023,31150611070101,to_in_007,201
1253,2023,31150611070101,to_in_008,203
1254,2023,31150611070101,to_in_001,404
1255,2023,31150611070102,to_in_001,598
1256,2023,31150611070102,to_in_008,284
1257,2023,31150611070102,to_in_007,314
1258,2023,31150611070103,to_in_007,289
1259,2023,31150611070103,to_in_008,275
1260,2023,31150611070103,to_in_001,564
1261,2023,31150611080101,to_in_008,295
1262,2023,31150611080101,to_in_001,602
1263,2023,31150611080101,to_in_007,307
1264,2023,31150611080102,to_in_007,257
1265,2023,31150611080102,to_in_008,251
1266,2023,31150611080102,to_in_001,508
1267,2023,31150611080103,to_in_007,221
1268,2023,31150611080103,to_in_008,238
1269,2023,31150611080103,to_in_001,459
1270,2023,31150611090001,to_in_007,0
1271,2023,31150611090001,to_in_008,0
1272,2023,31150611090001,to_in_001,0
1273,2023,31150611090101,to_in_007,273
1274,2023,31150611090101,to_in_001,562
1275,2023,31150611090101,to_in_008,289
1276,2023,31150611090102,to_in_001,550
1277,2023,31150611090102,to_in_007,285
1278,2023,31150611090102,to_in_008,265
1279,2023,31150611090103,to_in_008,278
1280,2023,31150611090103,to_in_001,542
1281,2023,31150611090103,to_in_007,264
1282,2023,31150611100001,to_in_008,0
1283,2023,31150611100001,to_in_007,0
1284,2023,31150611100001,to_in_001,0
1285,2023,31150611100101,to_in_008,222
1286,2023,31150611100101,to_in_007,202
1287,2023,31150611100101,to_in_001,424
1288,2023,31150611100102,to_in_001,443
1289,2023,31150611100102,to_in_008,219
1290,2023,31150611100102,to_in_007,224
1291,2023,31150611100103,to_in_001,477
1292,2023,31150611100103,to_in_008,244
1293,2023,31150611100103,to_in_007,233
1294,2023,31150611100104,to_in_008,240
1295,2023,31150611100104,to_in_007,231
1296,2023,31150611100104,to_in_001,471
1297,2023,31150611110001,to_in_008,0
1298,2023,31150611110001,to_in_001,0
1299,2023,31150611110001,to_in_007,0
1300,2023,31150611110101,to_in_001,502
1301,2023,31150611110101,to_in_008,254
1302,2023,31150611110101,to_in_007,248
1303,2023,31150611110102,to_in_007,223
1304,2023,31150611110102,to_in_001,433
1305,2023,31150611110102,to_in_008,210
1306,2023,31150611110103,to_in_007,177
1307,2023,31150611110103,to_in_008,220
1308,2023,31150611110103,to_in_001,397
1309,2023,31150611110201,to_in_008,247
1310,2023,31150611110201,to_in_001,492
1311,2023,31150611110201,to_in_007,245
1312,2023,31150611110202,to_in_001,594
1313,2023,31150611110202,to_in_008,289
1314,2023,31150611110202,to_in_007,305
1315,2023,31150611110203,to_in_008,199
1316,2023,31150611110203,to_in_001,397
1317,2023,31150611110203,to_in_007,198
1318,2023,31150611120101,to_in_007,216
1319,2023,31150611120101,to_in_001,421
1320,2023,31150611120101,to_in_008,205
1321,2023,31150611120102,to_in_008,247
1322,2023,31150611120102,to_in_001,512
1323,2023,31150611120102,to_in_007,265
1324,2023,31150611120103,to_in_001,389
1325,2023,31150611120103,to_in_007,193
1326,2023,31150611120103,to_in_008,196
1327,2023,31150611120201,to_in_008,199
1328,2023,31150611120201,to_in_001,399
1329,2023,31150611120201,to_in_007,200
1330,2023,31150611120202,to_in_001,396
1331,2023,31150611120202,to_in_007,192
1332,2023,31150611120202,to_in_008,204
1333,2023,31150611120203,to_in_001,496
1334,2023,31150611120203,to_in_007,254
1335,2023,31150611120203,to_in_008,242
1336,2023,31150611120301,to_in_008,179
1337,2023,31150611120301,to_in_007,185
1338,2023,31150611120301,to_in_001,364
1339,2023,31150611120302,to_in_008,189
1340,2023,31150611120302,to_in_007,193
1341,2023,31150611120302,to_in_001,382
1342,2023,31150611120401,to_in_007,267
1343,2023,31150611120401,to_in_001,529
1344,2023,31150611120401,to_in_008,262
1345,2023,31150611120402,to_in_001,561
1346,2023,31150611120402,to_in_007,276
1347,2023,31150611120402,to_in_008,285
1348,2023,31150611120501,to_in_007,231
1349,2023,31150611120501,to_in_008,208
1350,2023,31150611120501,to_in_001,439
1351,2023,31150611120502,to_in_001,491
1352,2023,31150611120502,to_in_008,222
1353,2023,31150611120502,to_in_007,269
1354,2023,31150611130001,to_in_001,0
1355,2023,31150611130001,to_in_007,0
1356,2023,31150611130001,to_in_008,0
1357,2023,31150611130101,to_in_008,237
1358,2023,31150611130101,to_in_001,463
1359,2023,31150611130101,to_in_007,226
1360,2023,31150611130102,to_in_007,234
1361,2023,31150611130102,to_in_001,447
1362,2023,31150611130102,to_in_008,213
1363,2023,31150611130103,to_in_007,215
1364,2023,31150611130103,to_in_001,422
1365,2023,31150611130103,to_in_008,207
1366,2023,31150611130104,to_in_007,206
1367,2023,31150611130104,to_in_008,202
1368,2023,31150611130104,to_in_001,408
1369,2023,31150611140001,to_in_008,381
1370,2023,31150611140001,to_in_001,977
1371,2023,31150611140001,to_in_007,596
1372,2023,31150611140101,to_in_008,250
1373,2023,31150611140101,to_in_001,513
1374,2023,31150611140101,to_in_007,263
1375,2023,31150611140102,to_in_001,559
1376,2023,31150611140102,to_in_008,271
1377,2023,31150611140102,to_in_007,288
1378,2023,31150611140201,to_in_001,363
1379,2023,31150611140201,to_in_008,175
1380,2023,31150611140201,to_in_007,188
1381,2023,31150611140202,to_in_001,424
1382,2023,31150611140202,to_in_008,193
1383,2023,31150611140202,to_in_007,231
1384,2023,31150611150101,to_in_001,485
1385,2023,31150611150101,to_in_008,239
1386,2023,31150611150101,to_in_007,246
1387,2023,31150611150102,to_in_007,310
1388,2023,31150611150102,to_in_001,602
1389,2023,31150611150102,to_in_008,292
1390,2023,31150611150103,to_in_008,290
1391,2023,31150611150103,to_in_007,279
1392,2023,31150611150103,to_in_001,569
1393,2023,31150611160001,to_in_001,593
1394,2023,31150611160001,to_in_008,35
1395,2023,31150611160001,to_in_007,558
1396,2023,31150611160002,to_in_008,15
1397,2023,31150611160002,to_in_007,514
1398,2023,31150611160002,to_in_001,529
1399,2023,31150611170001,to_in_007,414
1400,2023,31150611170001,to_in_001,656
1401,2023,31150611170001,to_in_008,242
1402,2023,31150620010001,to_in_001,563
1403,2023,31150620010001,to_in_008,204
1404,2023,31150620010001,to_in_007,359
1405,2023,31150620010002,to_in_001,590
1406,2023,31150620010002,to_in_007,383
1407,2023,31150620010002,to_in_008,207
1408,2023,31150620020001,to_in_001,497
1409,2023,31150620020001,to_in_008,160
1410,2023,31150620020001,to_in_007,337
1411,2023,31150620020002,to_in_007,312
1412,2023,31150620020002,to_in_001,502
1413,2023,31150620020002,to_in_008,190
1414,2023,31150620020003,to_in_008,208
1415,2023,31150620020003,to_in_001,558
1416,2023,31150620020003,to_in_007,350
1417,2023,31150620020004,to_in_007,317
1418,2023,31150620020004,to_in_001,485
1419,2023,31150620020004,to_in_008,168
1420,2023,31150620030001,to_in_001,0
1421,2023,31150620030001,to_in_008,0
1422,2023,31150620030001,to_in_007,0
1423,2023,31150620030201,to_in_008,229
1424,2023,31150620030201,to_in_007,252
1425,2023,31150620030201,to_in_001,481
1426,2023,31150620030202,to_in_008,300
1427,2023,31150620030202,to_in_007,294
1428,2023,31150620030202,to_in_001,594
1429,2023,31150620040101,to_in_001,566
1430,2023,31150620040101,to_in_008,287
1431,2023,31150620040101,to_in_007,279
1432,2023,31150620040102,to_in_008,298
1433,2023,31150620040102,to_in_001,601
1434,2023,31150620040102,to_in_007,303
1435,2023,31150620040103,to_in_007,260
1436,2023,31150620040103,to_in_008,240
1437,2023,31150620040103,to_in_001,500
1438,2023,31150620050001,to_in_001,36
1439,2023,31150620050001,to_in_008,14
1440,2023,31150620050001,to_in_007,22
1441,2023,31150620050101,to_in_001,563
1442,2023,31150620050101,to_in_008,246
1443,2023,31150620050101,to_in_007,317
1444,2023,31150620050102,to_in_001,542
1445,2023,31150620050102,to_in_008,246
